seqName	clade	qc.overallScore	qc.overallStatus	alignmentScore	alignmentStart	alignmentEnd	coverage
AY956574		0	good	917	2913	4481	0.21176946956404374
AY919459		0	good	586	2598	6140	0.47820218652989605
DQ317288		0	good	1294	2885	3482	0.0807126467809421
DQ317291		0	good	490	2994	3215	0.02996355783506546
DQ317289		0	good	1381	2887	3513	0.08462680523687408
DQ317290		0	good	1365	2886	3512	0.08462680523687408
EU077514		0	good	959	2912	3356	0.06006208665136996
AY956577		0	good	1570	2598	4481	0.25428532865433934
FR796476		0	good	2404	2184	3419	0.16682413281144554
FJ598088		0	good	1353	544	6453	0.7976784991226886
AY421767		0	good	22227	1	7409	1
FR796479		1.777778	good	2404	2184	3419	0.16655419084896747
FR796477		0	good	2404	2184	3419	0.16682413281144554
FR796481		0	good	2404	2184	3419	0.16682413281144554
FR796478		0	good	2408	2184	3419	0.16682413281144554
FR796480		0	good	2404	2184	3419	0.16682413281144554
FR796482		0	good	2400	2184	3419	0.16682413281144554
FJ598089		4	good	1336	467	2197	0.23363476852476717
FR796484		0	good	2404	2184	3419	0.16682413281144554
FR796485		0.444444	good	2408	2184	3419	0.16668916183020652
FR796487		0	good	2404	2184	3419	0.16682413281144554
FR796486		0	good	2404	2184	3419	0.16682413281144554
FR796483		4	good	2442	2184	4481	0.31016331488729926
FR796488		0	good	2404	2184	3419	0.16682413281144554
FR796490		0	good	2424	2184	4872	0.3629369685517614
FR796489		0	good	2428	2184	4872	0.3629369685517614
FR796492		0	good	2404	2184	3419	0.16682413281144554
FR796491		0	good	2424	2184	4872	0.3629369685517614
GQ214172		4	good	1815	2437	3330	0.12066405722769605
GQ914903							
FR796493		0	good	2404	2184	3419	0.16682413281144554
GQ214174		0	good	1818	2437	3330	0.12066405722769605
GQ214175		0	good	1850	2437	3330	0.12066405722769605
GQ214173		0	good	1846	2437	3330	0.12066405722769605
GQ214176		0	good	1854	2437	3330	0.12066405722769605
GQ214177		0	good	1826	2437	3330	0.12066405722769605
GU198761		0	good	942	193	567	0.050614117964637606
GU198762		0	good	958	193	567	0.050614117964637606
GU248491							
GU248492							
GU248493							
GU248485		0	good	559	2629	2893	0.03576731002834391
GU248495							
GQ449272		0	good	346	3013	4461	0.1955729518153597
GU248497							
GU248486		0	good	547	2629	2893	0.03576731002834391
GU248499							
GU248500							
GU248487		0	good	547	2629	2893	0.03576731002834391
GU248502							
GU248501							
GU248503							
GU248505							
GU248504							
GU248490		0	good	555	2629	2893	0.03576731002834391
GU248488		0	good	539	2629	2893	0.03576731002834391
GU248489		0	good	535	2629	2893	0.03576731002834391
GU248496		0	good	480	2629	2856	0.030773383722499662
GU248494		0	good	535	2629	2893	0.03576731002834391
GU248498		0	good	476	2629	2856	0.030773383722499662
GU248506		0	good	839	2914	3310	0.053583479551896344
GU248507		0	good	847	2914	3310	0.053583479551896344
GU248508		0	good	847	2914	3310	0.053583479551896344
GU248509		0	good	835	2914	3681	0.10365771359157781
GU248511		0	good	867	2914	3310	0.053583479551896344
GU248513		0	good	867	2914	3310	0.053583479551896344
GU248514		0	good	867	2914	3310	0.053583479551896344
GU248510		0	good	859	2914	3310	0.053583479551896344
GU248516		0	good	863	2914	3310	0.053583479551896344
GU248517		0	good	859	2914	3310	0.053583479551896344
GU248515		0	good	863	2914	3310	0.053583479551896344
GU248512		0	good	867	2914	3310	0.053583479551896344
GU248518		0	good	863	2914	3310	0.053583479551896344
GU248520		0	good	859	2914	3310	0.053583479551896344
GU248519		0	good	863	2914	3310	0.053583479551896344
GU248522		0	good	875	2914	3310	0.053583479551896344
GU248524		0	good	859	2914	3310	0.053583479551896344
GU248526		0	good	867	2914	3310	0.053583479551896344
GU248523		0	good	863	2914	3310	0.053583479551896344
GU248521		0	good	871	2914	3310	0.053583479551896344
GU947774		0	good	1842	2437	3330	0.12066405722769605
GU248525		0	good	867	2914	3310	0.053583479551896344
GU947776		0	good	1850	2437	3330	0.12066405722769605
GU947778		0	good	1850	2437	3330	0.12066405722769605
GU947775		0	good	1846	2437	3330	0.12066405722769605
GU947779		0	good	1854	2437	3330	0.12066405722769605
GU947777		0	good	1854	2437	3330	0.12066405722769605
GU947781		0	good	1850	2437	3330	0.12066405722769605
GU947783		0	good	1850	2437	3330	0.12066405722769605
GU947784		0	good	1850	2437	3330	0.12066405722769605
GU947780		0	good	1850	2437	3330	0.12066405722769605
GU947782		0	good	1854	2437	3330	0.12066405722769605
GU947785		0	good	1854	2437	3330	0.12066405722769605
GU947787		0	good	1854	2437	3330	0.12066405722769605
HE572941		0	good	1810	2437	3330	0.12066405722769605
GU947786		0	good	1854	2437	3330	0.12066405722769605
HE572942		4	good	1816	2437	3330	0.12066405722769605
HE572940		0	good	1814	2437	3330	0.12066405722769605
HE572943		4	good	1816	2437	3330	0.12066405722769605
HE572947		4	good	1812	2437	3330	0.12066405722769605
HE572946		4	good	1812	2437	3330	0.12066405722769605
HE572949		4	good	1808	2437	3330	0.12066405722769605
HE572944		4	good	1832	2437	3330	0.12066405722769605
HE572945		4	good	1812	2437	3330	0.12066405722769605
HE572950		4	good	1820	2437	3330	0.12066405722769605
HE572951		4	good	1812	2437	3330	0.12066405722769605
HE572953		0	good	1830	2437	3330	0.12066405722769605
HE572952		4	good	1808	2437	3330	0.12066405722769605
HE572954		4	good	1816	2437	3330	0.12066405722769605
HE572948		29	good	1823	2437	3624	0.16034552571197191
HE572955		4	good	1808	2437	3330	0.12066405722769605
HE572958		4	good	1814	2437	3330	0.12039411526521798
HE572957		4	good	1812	2437	3330	0.12066405722769605
HE572959		4	good	1816	2437	3330	0.12066405722769605
HE572960		4	good	1816	2437	3330	0.12066405722769605
HE572956		4	good	1812	2437	3330	0.12066405722769605
HE572961		4	good	1788	2437	3330	0.12066405722769605
HE572964		4	good	1808	2437	3330	0.12066405722769605
HE572962		4	good	1824	2437	3330	0.12066405722769605
HE572965		4	good	1808	2437	3330	0.12066405722769605
HE572963		4	good	1808	2437	3330	0.12066405722769605
HE572966		4	good	1820	2437	3330	0.12066405722769605
HE572967		4	good	1812	2437	3330	0.12066405722769605
HE572969		4	good	1816	2437	3330	0.12066405722769605
HE572968		4	good	1812	2437	3330	0.12066405722769605
HE572972		4	good	1824	2437	3330	0.12066405722769605
HE572974		4	good	1812	2437	3330	0.12066405722769605
HE572970		4	good	1816	2437	3330	0.12066405722769605
HE572971		4	good	1812	2437	3330	0.12066405722769605
HE572973		4	good	1812	2437	3330	0.12066405722769605
HE572975		4	good	1816	2437	3330	0.12066405722769605
HE572978		4	good	1800	2437	3330	0.12066405722769605
HE572976		4	good	1804	2437	3330	0.12066405722769605
HE572979		4	good	1816	2437	3330	0.12066405722769605
HE572977		4	good	1820	2437	3330	0.12066405722769605
HE572980		4	good	1816	2437	3330	0.12066405722769605
HE572983		4	good	1816	2437	3330	0.12066405722769605
HE572982		4	good	1816	2437	3330	0.12066405722769605
HE572984		4	good	1808	2437	3330	0.12066405722769605
HE572981		4	good	1812	2437	3330	0.12066405722769605
HE572986		4	good	1804	2437	3330	0.12066405722769605
HE572989		4	good	1803	2437	3330	0.12052908624645702
HE572987		4	good	1832	2437	3330	0.12066405722769605
HE572991		4	good	1792	2437	3330	0.12066405722769605
HE572990		0	good	1838	2437	3330	0.12066405722769605
HE572985		4	good	1800	2437	3330	0.12066405722769605
HE572988		0	good	1802	2437	3330	0.12066405722769605
HQ005427							
HE572992		4	good	1816	2437	3330	0.12066405722769605
HE573016		4	good	1812	2437	3330	0.12066405722769605
HM752803		0	good	706	2617	2950	0.04508030773383723
HQ122431							
HQ424440							
HM771633		0	good	710	2950	3275	0.04400053988392496
HM771634		0	good	727	2950	3282	0.044945336752598194
JN034211							
JN034212							
HM752813		0	good	690	2617	2950	0.04508030773383723
JN034210		0	good	633	2593	2895	0.04089620731542718
JN086572							
JN086573							
JN086574							
HQ122426		0	good	616	2597	2892	0.039951410446753946
JN086575							
HQ844648		0	good	1621	2596	3342	0.1008233229855581
JN034213		0	good	951	2902	3342	0.05952220272641382
JN034214		0	good	963	2902	3342	0.05952220272641382
JN086577		0	good	918	583	1036	0.06127682548252126
JN086578		0	good	997	584	1078	0.06681063571332163
JN086582							
JN086579		4	good	910	585	1301	0.0967741935483871
JN086576		4	good	880	626	1647	0.13794034282629233
HQ005430		0	good	1163	564	4718	0.5608044270481847
JN086580		4	good	994	584	1647	0.14360912403833176
JN086587							
JN086581		4	good	892	595	1299	0.09515454177351869
HQ005431		4	good	1336	467	2197	0.23363476852476717
HQ728262		0	good	16172	1	7409	1
JN086583		0	good	986	584	1077	0.0666756647320826
JN086592							
JN086593							
JN086584		0	good	984	584	6400	0.7851261978674585
JN086586		0	good	986	584	1077	0.0666756647320826
JN086589		4	good	915	569	4125	0.48009178026724253
JN086597							
JN086598							
JN086588		4	good	894	616	1299	0.09232015116749899
JN086594		0	good	986	584	1077	0.0666756647320826
JN086585		0	good	984	584	6400	0.7851261978674585
JN086595		0	good	986	584	1077	0.0666756647320826
JN086603							
JN086596		0	good	984	584	6400	0.7851261978674585
JN169020							
JN169021							
JN086599		4	good	903	569	1289	0.09731407747334322
JN086601		0	good	920	612	1078	0.06303144823862869
JN086591		4	good	920	612	4125	0.4742880280739641
JN086600		0	good	872	586	1067	0.0650560129572142
JN086604		4	good	907	577	1167	0.07976784991226886
JN169023		0	good	616	2593	2892	0.04049129437171008
JN169024		0	good	620	2593	2892	0.04049129437171008
JN169022		0	good	620	2593	2892	0.04049129437171008
JN169025		0	good	628	2593	2892	0.04049129437171008
JN086602		0	good	912	612	1078	0.06303144823862869
JN169026		0	good	636	2593	2892	0.04049129437171008
JN203532		0	good	1276	2572	3159	0.07936293696855176
JN203531		0	good	1638	2569	3330	0.1028478877041436
JN315992		0	good	976	2893	3356	0.06262653529491159
JN255588		4	good	3005	2175	4559	0.32190579025509514
JN315995		0	good	984	2893	3356	0.06262653529491159
JN315996		0	good	980	2893	3356	0.06262653529491159
JN255589		0	good	1515	2145	2892	0.10095829396679713
JN315993		0	good	976	2893	3356	0.06262653529491159
JN315998		0	good	980	2893	3356	0.06262653529491159
JN315997		0	good	984	2893	3356	0.06262653529491159
JN315994		0	good	968	2893	3356	0.06262653529491159
JN315999		0	good	996	2893	3356	0.06262653529491159
JN316000		4	good	981	2897	3356	0.06208665136995546
JN316003		0	good	972	2893	3356	0.06262653529491159
JN316006		0	good	984	2893	3356	0.06262653529491159
JN316007		0	good	984	2893	3356	0.06262653529491159
JN316001		0	good	984	2893	3356	0.06262653529491159
JN316002		0	good	980	2893	3356	0.06262653529491159
JN316004		0	good	988	2893	3356	0.06262653529491159
JN316008		0	good	976	2893	3356	0.06262653529491159
JN316005		0	good	980	2893	3356	0.06262653529491159
JN316010		0	good	988	2893	3356	0.06262653529491159
JN316009		0	good	984	2893	3356	0.06262653529491159
JN316011		0	good	988	2893	3356	0.06262653529491159
JN316012		0	good	980	2893	3356	0.06262653529491159
JN573343		4	good	988	745	4236	0.47131866648670534
JN573346		29	good	1254	728	1182	0.06141179646376029
JN573345		0	good	1329	728	1182	0.06141179646376029
JN573342		0	good	994	745	2076	0.17978134701039278
JN573347		0	good	807	624	1073	0.06073694155756512
JN573344		4	good	883	745	2390	0.22216223511944933
JN639887		0	good	6260	485	3469	0.4028883789985153
JN639889		0	good	4410	1624	3721	0.2831691186394925
JN896779							
JN639886		0	good	5947	507	3329	0.3810230800377919
JN639888		0	good	6141	507	6507	0.8099608584154406
JN896789							
JN896798							
JN896799							
JN896784		0	good	576	2566	2837	0.03671210689701714
JN896805							
JN896787		0	good	627	2593	2897	0.04116614927790525
JN990932							
JN639890		0	good	4002	1781	3712	0.2607639357538129
JN639892		0	good	6074	522	3392	0.38750168713726546
JN896804		4	good	577	2544	2847	0.041031178296666214
JN990979		0	good	524	2650	2893	0.0329329194223242
JN639891		0	good	5976	532	3364	0.3823727898501822
JQ239007		0	good	895	2914	3330	0.05628289917667702
JQ320204		0	good	805	189	504	0.04265083007153462
JN086590		0	good	926	484	7372	0.9298150897557025
JQ320208		0	good	801	189	504	0.04265083007153462
JQ320229		0	good	801	189	504	0.04265083007153462
JQ518474							
JQ518477							
JN573348		4	good	901	618	1802	0.15994061276825483
JQ320248		0	good	1780	2452	3315	0.11661492779052504
JQ411088		0	good	572	2650	5997	0.45188284518828453
JX009030							
JX009031							
JX009032							
JX009033							
JQ320273		0	good	1782	2412	5003	0.3498447833715751
JQ320252		0	good	1765	2455	3778	0.1787015791604805
JQ886642		0	good	872	2926	3329	0.05452827642056958
JQ518456		0	good	695	2582	6380	0.5127547577270887
JX009034		0	good	453	1225	1463	0.03225806451612903
JQ968951		0	good	1507	2599	5115	0.3397219597786476
JX154971		0	good	1854	2437	3330	0.12066405722769605
JX009035		0	good	562	1207	6468	0.7102173032797948
JX009071		0	good	515	2618	2862	0.033067890403563234
JX154970		0	good	1854	2437	3330	0.12066405722769605
JX154973		0	good	1850	2437	3330	0.12066405722769605
JX154975		0	good	1858	2437	3330	0.12066405722769605
JX154972		0	good	1862	2437	3330	0.12066405722769605
JQ518455		0	good	761	2552	6380	0.5168038871642597
JX154974		0	good	636	2593	2896	0.041031178296666214
JX154977		0	good	1866	2437	3330	0.12066405722769605
JX154976		0	good	1858	2437	3330	0.12066405722769605
JX154979		0	good	1854	2437	3330	0.12066405722769605
JX154978		0	good	1854	2437	3330	0.12066405722769605
JX473448							
JX154980		0	good	1850	2437	3330	0.12066405722769605
JX154981		0	good	1838	2437	3330	0.12066405722769605
JX181929		0	good	632	2593	2896	0.041031178296666214
JX154982		0	good	1858	2437	3330	0.12066405722769605
JX307651		0	good	2985	2203	3601	0.188824402753408
JX473450		0	good	1846	2437	3330	0.12066405722769605
JX473447		0	good	1846	2437	3330	0.12066405722769605
JX473446		0	good	1846	2437	3330	0.12066405722769605
JX473451		0	good	1846	2437	3330	0.12066405722769605
JX473449		0	good	1846	2437	3330	0.12066405722769605
JX473454		0	good	1874	2437	3330	0.12066405722769605
JX473455		0	good	1838	2437	3330	0.12066405722769605
JX473453		0	good	1850	2437	3330	0.12066405722769605
JX473457		0	good	644	2593	2896	0.041031178296666214
JX473456		0	good	1866	2437	3330	0.12066405722769605
JX473452		0	good	1834	2437	3330	0.12066405722769605
JX473461		0	good	1846	2437	3330	0.12066405722769605
JX473458		0	good	1846	2437	3330	0.12066405722769605
JX473460		0	good	1842	2437	3330	0.12066405722769605
JX473459		0	good	1846	2437	3330	0.12066405722769605
JX473462		0	good	1846	2437	3330	0.12066405722769605
JX473463		0	good	644	2593	2896	0.041031178296666214
JX473464		0	good	636	2593	2896	0.041031178296666214
JX538076							
JX476140		4	good	565	2554	4354	0.24308273721149953
JX476141		0	good	659	2587	3797	0.1634498582804697
JX947710							
JX947711							
JX538066		0	good	593	2602	2892	0.03927655554055878
JX947712							
JX947714							
JX947713							
JX947715							
JX947716							
JX947717							
JX947718							
JX947719							
JX947720							
JX947721							
JX947722							
JX947723							
JX947724							
JX947725							
JX947726							
JX947728							
JX947727							
JX947730							
JX947729							
JX947731							
JX947733							
JX947732							
JX947734							
JX947735							
JX947736							
JX947738							
JX947737							
JX538055		0	good	597	2602	2892	0.03927655554055878
JX947739							
JX947742							
JX947740							
JX947741							
JX947743							
JX947744							
JX947745							
JX947746							
JX947747							
JX947748							
JX538121		0	good	597	2602	2892	0.03927655554055878
JX947749							
JX947750							
JX947752							
JX947753							
JX947751							
JX947755							
JX947754							
JX947756							
JX947758							
JX947761							
JX947757							
JX947759							
JX947760							
JX947762							
JX947764							
JX947763							
JX947766							
JX947765							
JX947767							
JX947769							
JX947768							
JX947770							
JX947772							
JX947775							
JX947773							
JX947771							
JX947774							
JX947776							
JX947777							
JX947780							
JX947782							
JX947779							
JX947781							
JX947778							
JX947783							
JX538064		0	good	593	2602	2892	0.03927655554055878
JX538065		0	good	593	2602	2892	0.03927655554055878
JX947785							
JX947789							
JX947791							
JX538063		0	good	593	2602	2892	0.03927655554055878
JX947784							
JX947788							
JX947786							
JX947790							
JX947787							
JX569076		0	good	640	2593	2896	0.041031178296666214
JX947794		0	good	1184	2437	3008	0.07720340126872723
JX947792		0	good	1160	2437	3008	0.07720340126872723
JX947800		0	good	1180	2437	3008	0.07720340126872723
JX947796		0	good	1184	2437	3008	0.07720340126872723
JX947795		0	good	1184	2437	3008	0.07720340126872723
JX947799		0	good	1180	2437	3008	0.07720340126872723
JX947797		0	good	1176	2437	3008	0.07720340126872723
JX947798		0	good	1176	2437	3008	0.07720340126872723
JX947793		0	good	1156	2437	3008	0.07720340126872723
JX947804		0	good	1180	2437	3008	0.07720340126872723
JX947802		0	good	1164	2437	3008	0.07720340126872723
JX947803		0	good	1160	2437	3008	0.07720340126872723
JX947801		0	good	1180	2437	3008	0.07720340126872723
JX947805		0	good	1172	2437	3008	0.07720340126872723
JX947806		0	good	1172	2437	3008	0.07720340126872723
JX947808		0	good	1164	2437	3008	0.07720340126872723
JX947809		0	good	1168	2437	3008	0.07720340126872723
JX947810		0	good	1156	2437	3008	0.07720340126872723
JX947807		0	good	1164	2437	3008	0.07720340126872723
JX947813		0	good	1160	2437	3008	0.07720340126872723
JX947815		0	good	1176	2437	3008	0.07720340126872723
JX947812		0	good	1164	2437	3008	0.07720340126872723
JX947811		0	good	1160	2437	3008	0.07720340126872723
JX947817		0	good	1144	2437	3008	0.07720340126872723
JX947814		0	good	1176	2437	3008	0.07720340126872723
JX947816		0	good	1164	2437	3008	0.07720340126872723
JX947818		0	good	1128	2437	3008	0.07720340126872723
JX947820		0	good	1160	2437	3008	0.07720340126872723
JX947823		0	good	1168	2437	3008	0.07720340126872723
JX947821		0	good	1160	2437	3008	0.07720340126872723
JX947819		0	good	1180	2437	3008	0.07720340126872723
JX947826		0	good	1172	2437	3008	0.07720340126872723
JX947822		0	good	1164	2437	3008	0.07720340126872723
JX947827		0	good	1164	2437	3008	0.07720340126872723
JX947825		0	good	1172	2437	3008	0.07720340126872723
JX947828		0	good	1164	2437	3008	0.07720340126872723
JX947829		0	good	1164	2437	3008	0.07720340126872723
JX947824		0	good	1172	2437	3008	0.07720340126872723
JX947831		0	good	1156	2437	3008	0.07720340126872723
JX947830		0	good	1164	2437	3008	0.07720340126872723
JX947833		0	good	1172	2437	3008	0.07720340126872723
KC431253							
KC787150							
JX947835		0	good	1176	2437	3008	0.07720340126872723
JX947832		0	good	1172	2437	3008	0.07720340126872723
JX947836		0	good	1172	2437	3008	0.07720340126872723
JX947834		0	good	1172	2437	3008	0.07720340126872723
JX947837		0	good	1164	2437	3008	0.07720340126872723
KC834856		0	good	1328	2302	2949	0.08746119584289377
KC834857		0	good	1340	2302	2949	0.08746119584289377
JX947838		0	good	1152	2437	3008	0.07720340126872723
KC834859		0	good	1340	2302	2949	0.08746119584289377
KC834861		0	good	1336	2302	2949	0.08746119584289377
KC834855		0	good	1348	2302	2949	0.08746119584289377
KC834858		0	good	1340	2302	2949	0.08746119584289377
KC834862		0	good	1348	2302	2949	0.08746119584289377
KC834863		0	good	1344	2302	2949	0.08746119584289377
KC834865		0	good	1336	2302	2949	0.08746119584289377
KC834860		0	good	1340	2302	2949	0.08746119584289377
KC834866		0	good	1328	2302	2949	0.08746119584289377
KC834869		0	good	1328	2302	2949	0.08746119584289377
KC834864		0	good	1340	2302	2949	0.08746119584289377
KC834868		0	good	1340	2302	2949	0.08746119584289377
KC834867		0	good	1344	2302	2949	0.08746119584289377
KC834873		0	good	1328	2302	2949	0.08746119584289377
KC834871		0	good	1340	2302	2949	0.08746119584289377
KC834874		0	good	1332	2302	2949	0.08746119584289377
KC834875		0	good	1340	2302	2949	0.08746119584289377
KC834870		0	good	1340	2302	2949	0.08746119584289377
KC867018		0	good	1842	2437	3330	0.12066405722769605
KC834876		0	good	1328	2302	2949	0.08746119584289377
KC834872		0	good	1332	2302	2949	0.08746119584289377
KC834877		0	good	1332	2302	2949	0.08746119584289377
KC867020		0	good	1846	2437	3330	0.12066405722769605
KC867023		0	good	1850	2437	3330	0.12066405722769605
KC867019		0	good	1846	2437	3330	0.12066405722769605
KC867024		0	good	1846	2437	3330	0.12066405722769605
KC867021		0	good	1862	2437	3330	0.12066405722769605
KC867025		0	good	1846	2437	3330	0.12066405722769605
KC867028		4	good	1831	2437	3330	0.12066405722769605
KC867026		4	good	1816	2437	3330	0.12066405722769605
KC867027		0	good	1838	2437	3330	0.12066405722769605
KC867029		0	good	1846	2437	3330	0.12066405722769605
KC867030		0	good	1846	2437	3330	0.12066405722769605
KC867022		0	good	1846	2437	3330	0.12066405722769605
KC867033		0	good	1854	2437	3330	0.12066405722769605
KC867031		0	good	1854	2437	3330	0.12066405722769605
KC867035		0	good	1830	2437	3330	0.12066405722769605
KC867032		0	good	1854	2437	3330	0.12066405722769605
KC867034		0	good	1854	2437	3330	0.12066405722769605
KC867036		0	good	1870	2437	3330	0.12066405722769605
KC867037		0	good	1850	2437	3330	0.12066405722769605
KC867039		0	good	1854	2437	3330	0.12066405722769605
KC867040		0	good	1850	2437	3330	0.12066405722769605
KC867045		0	good	644	2593	2896	0.041031178296666214
KC867038		0	good	1842	2437	3330	0.12066405722769605
KC867042		0	good	1854	2437	3330	0.12066405722769605
KC867043		0	good	1846	2437	3330	0.12066405722769605
KC867041		0	good	1854	2437	3330	0.12066405722769605
KC879329		0	good	928	4351	5733	0.18666486705358348
KC879351		0	good	991	4351	4767	0.05628289917667702
KC867044		0	good	1866	2437	3330	0.12066405722769605
KC879360		0	good	1007	4351	4767	0.05628289917667702
KC879339		0	good	927	4351	4767	0.05628289917667702
KC879330		0	good	931	4351	5733	0.18666486705358348
KC879409							
KC879412							
KC879418							
KC879333		0	good	896	4351	5733	0.18666486705358348
KC879373		0	good	1019	4351	4767	0.05628289917667702
KC879363		0	good	1003	4351	4767	0.05628289917667702
KC879379		0	good	907	4351	5733	0.18666486705358348
KC879383		0	good	1003	4351	4767	0.05628289917667702
KC879380		0	good	1011	4351	4767	0.05628289917667702
KC879442		0	good	1466	5974	6603	0.08503171818059117
KC879430		0	good	1418	5974	6603	0.08503171818059117
KC879439		0	good	1490	5974	6603	0.08503171818059117
KC879459		0	good	1474	5974	6603	0.08503171818059117
KC879458		0	good	1343	5974	6615	0.08665136995545958
KC879452		0	good	1470	5974	6603	0.08503171818059117
KC879408		4	good	1378	5974	7009	0.13982993656363882
KC879487		4	good	1823	2437	3324	0.11985423134026184
KC879462		0	good	1482	5974	6603	0.08503171818059117
KC879488		0	good	1904	2437	3324	0.11985423134026184
KC879497		4	good	1807	2437	3324	0.11985423134026184
KC879491		0	good	1872	2437	3324	0.11985423134026184
KC893470							
KC879507		4	good	1794	2437	3324	0.11985423134026184
KC879528		0	good	1840	2437	3324	0.11985423134026184
KC879518		4	good	1814	2437	3324	0.11985423134026184
KC954150		0	good	606	2595	2892	0.04022135240923202
KC879535		4	good	1842	2437	3324	0.11985423134026184
KC879537		4	good	1814	2437	3324	0.11985423134026184
KC879515		4	good	1826	2437	3324	0.11985423134026184
KC893494		0	good	432	2680	2895	0.02915373194763126
KF006263		0	good	610	2595	2892	0.04022135240923202
KF150147		0	good	1838	2437	3330	0.12066405722769605
KC879534		0	good	1868	2437	3324	0.11985423134026184
KF150148		0	good	1850	2437	3330	0.12066405722769605
KF246659		0	good	1846	2437	3330	0.12066405722769605
KF150149		0	good	1850	2437	3330	0.12066405722769605
KF246662		0	good	1846	2437	3330	0.12066405722769605
KF246661		0	good	1850	2437	3330	0.12066405722769605
KF246663		0	good	1850	2437	3330	0.12066405722769605
KF246660		0	good	1842	2437	3330	0.12066405722769605
KF246665		0	good	1842	2437	3330	0.12066405722769605
KF246666		0	good	1838	2437	3330	0.12066405722769605
KF246667		0	good	1838	2437	3330	0.12066405722769605
KF246668		0	good	1838	2437	3330	0.12066405722769605
KF246664		0	good	1842	2437	3330	0.12066405722769605
KF246672		0	good	1838	2437	3330	0.12066405722769605
KF246673		0	good	1834	2437	3330	0.12066405722769605
KF246669		0	good	1850	2437	3330	0.12066405722769605
KF383378							
KF246674		0	good	1834	2437	3330	0.12066405722769605
